 72.61 ;max_white(1) 
 78.20 ;max_white(2) 
 78.12 ;max_white(3) 
 77.35 ;max_white(4) 
134.11 ;max_white(5) 
 91.40 ;max_white(6) 
138.32 ;max_white(7) 
 95.49 ;max_white(8) 
 49.66 ;max_black(1) 
 50.15 ;max_black(2) 
 54.35 ;max_black(3) 
 53.37 ;max_black(4) 
 55.79 ;max_black(5) 
 59.15 ;max_black(6) 
 56.70 ;max_black(7) 
 52.61 ;max_black(8) 
