0.007859 0 0.000000 0.000000 0.000000
0.049449 0 0.000000 0.000000 0.000000
0.118286 0 0.000000 0.000000 0.000000
0.148632 1 0.000051 0.000002 0.030814
0.187747 2 0.000051 0.000002 0.093243
0.228190 3 0.000051 0.000002 0.155672
0.247655 4 0.000102 0.000011 0.187287
0.288365 5 0.000102 0.000011 0.249715
0.317959 6 0.000053 -0.000004 0.296537
0.357776 7 0.000053 -0.000004 0.358966
0.378115 8 0.000053 -0.000004 0.390180
0.407773 9 0.000053 -0.000004 0.437402
0.448080 10 0.000053 -0.000004 0.499831
0.487894 11 0.000053 -0.000004 0.562260
0.518010 12 0.000095 0.000025 0.609081
0.538300 13 0.000095 0.000025 0.640296
0.578041 14 0.000095 0.000025 0.702725
0.608133 15 0.000057 -0.000009 0.749546
0.638197 16 0.000057 -0.000009 0.796768
0.677796 17 0.000057 -0.000009 0.859197
0.707828 18 0.000089 0.000031 0.906019
0.737850 19 0.000059 -0.000011 0.952840
0.757747 20 0.000059 -0.000011 0.984055
0.797946 21 0.000059 -0.000011 1.046484
0.837801 22 0.000059 -0.000011 1.108912
0.869772 23 0.000059 -0.000011 1.156134
0.897887 24 0.000059 -0.000011 1.202556
0.927762 25 0.000059 -0.000011 1.249777
0.947798 26 0.000059 -0.000011 1.280992
0.979109 27 0.000071 0.000039 1.327814
1.007970 28 0.000061 -0.000011 1.374635
1.038328 29 0.000069 0.000039 1.421457
1.078248 30 0.000065 -0.000012 1.484286
1.107691 31 0.000065 -0.000012 1.530707
1.138113 32 0.000065 -0.000012 1.577929
1.167583 33 0.000065 -0.000012 1.624351
1.197743 34 0.000065 -0.000012 1.671572
1.228358 35 0.000057 0.000039 1.718394
1.258262 36 0.000067 -0.000011 1.765216
1.288049 37 0.000055 0.000038 1.812037
1.317655 38 0.000069 -0.000011 1.858859
1.348363 39 0.000069 -0.000011 1.906081
1.377747 40 0.000069 -0.000011 1.952502
1.407609 41 0.000069 -0.000011 1.999724
1.427651 42 0.000069 -0.000011 2.030938
1.448184 43 0.000069 -0.000011 2.062153
1.477978 44 0.000043 0.000033 2.108974
1.507797 45 0.000071 -0.000009 2.155796
1.528074 46 0.000071 -0.000009 2.187011
1.558060 47 0.000071 -0.000009 2.234232
1.598074 48 0.000071 -0.000009 2.296661
1.617782 49 0.000071 -0.000009 2.327876
1.647650 50 0.000034 0.000026 2.374697
1.683913 51 0.000034 0.000026 2.405912
1.718468 52 0.000034 0.000026 2.468341
1.737730 53 0.000034 0.000026 2.499555
1.758362 54 0.000034 0.000026 2.530769
1.798064 55 0.000078 -0.000001 2.593598
1.828020 56 0.000078 -0.000001 2.640020
1.858002 57 0.000078 -0.000001 2.687242
1.897755 58 0.000078 -0.000001 2.749671
1.928834 59 0.000030 0.000017 2.796492
1.957925 60 0.000079 0.000002 2.843314
2.018033 61 0.000079 0.000002 2.921750
2.048140 62 0.000079 0.000002 2.966571
2.068214 63 0.000028 0.000009 2.994183
2.095659 64 0.000079 0.000003 3.017794
2.127720 65 0.000028 0.000007 3.059013
2.158537 66 0.000028 0.000007 3.087827
2.248750 67 0.000028 0.000007 3.120642
2.337904 68 0.000079 0.000007 3.147454
2.367839 69 0.000079 0.000007 3.161061
2.408358 70 0.000079 0.000007 3.165062
