0.007297 0 0.000000 0.000000 0.000000
0.027136 0 0.000000 0.000000 0.000000
0.057808 0 0.000000 0.000000 0.000000
0.163740 1 0.000051 0.000007 0.140465
0.187585 2 0.000100 0.000021 0.280930
0.207335 3 0.000100 0.000021 0.374573
0.247346 4 0.000057 -0.000006 0.562260
0.268349 5 0.000057 -0.000006 0.655103
0.287064 6 0.000057 -0.000006 0.745544
0.307101 7 0.000091 0.000032 0.833985
0.327671 8 0.000060 -0.000009 0.920825
0.347592 9 0.000060 -0.000009 1.005665
0.367216 10 0.000060 -0.000009 1.089704
0.387836 11 0.000060 -0.000009 1.171341
0.408362 12 0.000060 -0.000009 1.252179
0.427223 13 0.000060 -0.000009 1.330615
0.447827 14 0.000060 -0.000009 1.408251
0.477153 15 0.000063 0.000042 1.521503
0.497172 16 0.000064 -0.000009 1.595537
0.517361 17 0.000064 -0.000009 1.667571
0.538430 18 0.000064 -0.000009 1.737203
0.557698 19 0.000064 -0.000009 1.805234
0.577201 20 0.000064 -0.000009 1.871665
0.597111 21 0.000064 -0.000009 1.936495
0.627146 22 0.000064 -0.000009 2.030938
0.647099 23 0.000064 -0.000009 2.092567
0.667088 24 0.000064 -0.000009 2.151794
0.687444 25 0.000033 0.000032 2.209021
0.708108 26 0.000066 -0.000007 2.264646
0.737233 27 0.000066 -0.000007 2.344683
0.767362 28 0.000066 -0.000007 2.423120
0.787055 29 0.000026 0.000025 2.473143
0.807073 30 0.000068 -0.000005 2.520765
0.827414 31 0.000025 0.000023 2.566786
0.847295 32 0.000069 -0.000003 2.611207
0.877192 33 0.000069 -0.000003 2.675236
0.897715 34 0.000069 -0.000003 2.716855
0.927587 35 0.000069 -0.000003 2.774482
0.947232 36 0.000069 -0.000003 2.811299
0.977214 37 0.000019 0.000011 2.862122
0.997942 38 0.000019 0.000011 2.894137
1.027199 39 0.000070 0.000001 2.937757
1.047427 40 0.000070 0.000001 2.964970
1.067351 41 0.000019 0.000008 2.990982
1.087309 42 0.000070 0.000002 3.015393
1.107720 43 0.000070 0.000002 3.037003
1.137190 44 0.000070 0.000002 3.065817
1.157705 45 0.000070 0.000002 3.084225
1.177245 46 0.000070 0.000002 3.099432
1.218596 47 0.000019 0.000003 3.125444
1.247970 48 0.000070 0.000003 3.142652
1.267215 49 0.000019 0.000002 3.151856
1.287370 50 0.000019 0.000002 3.155858
