0.012846 0 0.000000 0.000000 0.000000
0.045670 0 0.000000 0.000000 0.000000
0.240112 0 0.000000 0.000000 0.000000
0.409771 1 0.001639 0.000000 0.000000
0.450781 2 0.005020 0.000000 0.000000
0.470396 3 0.007991 0.000000 0.000000
0.489882 4 0.011884 0.000000 0.000000
0.520164 5 0.017928 0.000000 0.000000
0.542476 6 0.021924 0.000000 0.000000
0.571265 7 0.027917 0.000002 0.000400
0.590157 8 0.031912 0.000004 0.000400
0.610522 9 0.035908 0.000006 0.000400
0.629924 10 0.039954 0.000006 0.000000
0.650518 11 0.043950 0.000006 0.000000
0.699847 12 0.053887 0.000006 0.000000
1.039919 13 0.105931 0.000006 0.000000
1.110457 14 0.119915 0.000011 0.000400
1.150098 15 0.127905 0.000014 0.000400
1.171031 16 0.131952 0.000014 0.000000
1.190559 17 0.135948 0.000014 0.000000
1.210059 18 0.139943 0.000014 0.000000
1.230142 19 0.143939 0.000014 0.000000
1.250263 20 0.147934 0.000014 0.000000
1.270585 21 0.151929 0.000014 0.000000
1.290163 22 0.155925 0.000014 0.000000
1.309820 23 0.159920 0.000014 0.000000
1.329765 24 0.163916 0.000014 0.000000
1.349855 25 0.167911 0.000014 0.000000
1.370971 26 0.171907 0.000014 0.000000
1.390654 27 0.175902 0.000014 0.000000
1.409943 28 0.179898 0.000014 0.000000
1.440219 29 0.185942 0.000014 0.000000
1.460815 30 0.189937 0.000014 0.000000
1.480024 31 0.193933 0.000014 0.000000
1.517961 32 0.197928 0.000014 0.000000
1.560134 33 0.207917 0.000018 0.000400
1.590827 34 0.213910 0.000018 0.000000
1.609815 35 0.217905 0.000018 0.000000
1.640635 36 0.223950 0.000018 0.000000
1.660085 37 0.227945 0.000018 0.000000
2.030346 38 0.297917 0.000018 0.000000
2.079961 39 0.307905 0.000022 0.000400
2.100481 40 0.311798 0.000024 0.000400
2.119948 41 0.315589 0.000028 0.001201
2.150536 42 0.319380 0.000036 0.002001
2.170992 43 0.323170 0.000047 0.002801
2.203067 44 0.328907 0.000067 0.003602
2.230353 45 0.334644 0.000097 0.005202
2.252152 46 0.338435 0.000120 0.006003
2.291080 47 0.344120 0.000161 0.007203
2.321292 48 0.349806 0.000209 0.008404
2.340118 49 0.353596 0.000244 0.009204
2.411277 50 0.359282 0.000303 0.010405
2.439806 51 0.365018 0.000367 0.011205
2.500070 52 0.370704 0.000438 0.012406
