0.009247 0 0.000000 0.000000 0.000000
0.029627 0 0.000000 0.000000 0.000000
0.059298 0 0.000000 0.000000 0.000000
0.089423 1 0.000051 0.000003 0.062029
0.109432 2 0.000051 0.000003 0.124458
0.129531 3 0.000101 0.000013 0.187287
0.149377 4 0.000101 0.000013 0.249715
0.170027 5 0.000101 0.000013 0.312144
0.189298 6 0.000101 0.000013 0.374573
0.209300 7 0.000055 -0.000009 0.437402
0.229809 8 0.000055 -0.000009 0.499831
0.249967 9 0.000055 -0.000009 0.562260
0.270294 10 0.000055 -0.000009 0.624689
0.289764 11 0.000055 -0.000009 0.687117
0.309457 12 0.000055 -0.000009 0.749546
0.339238 13 0.000055 -0.000009 0.843190
0.359658 14 0.000087 0.000031 0.906019
0.379362 15 0.000087 0.000031 0.968447
0.400146 16 0.000087 0.000031 1.030876
0.419742 17 0.000087 0.000031 1.093305
0.439324 18 0.000066 -0.000016 1.156134
0.459788 19 0.000066 -0.000016 1.218563
0.479635 20 0.000066 -0.000016 1.280992
0.499760 21 0.000066 -0.000016 1.343421
0.519387 22 0.000066 -0.000016 1.405850
0.539861 23 0.000066 -0.000016 1.468278
0.559888 24 0.000066 -0.000016 1.530707
0.579523 25 0.000066 -0.000016 1.593136
0.599424 26 0.000062 0.000035 1.655965
0.631160 27 0.000062 0.000035 1.749608
0.649391 28 0.000062 0.000035 1.812037
0.670176 29 0.000077 -0.000013 1.874866
0.689346 30 0.000077 -0.000013 1.937295
0.709815 31 0.000077 -0.000013 1.999724
0.730217 32 0.000077 -0.000013 2.061352
0.749338 33 0.000077 -0.000013 2.121380
0.769273 34 0.000077 -0.000013 2.179807
0.789506 35 0.000045 0.000027 2.237034
0.819772 36 0.000080 -0.000011 2.319872
0.849539 37 0.000042 0.000024 2.400309
0.869318 38 0.000082 -0.000009 2.451933
0.889899 39 0.000041 0.000022 2.500355
0.909456 40 0.000083 -0.000007 2.546377
0.939423 41 0.000083 -0.000007 2.612807
0.960119 42 0.000083 -0.000007 2.656027
0.979358 43 0.000037 0.000015 2.697246
1.009985 44 0.000085 -0.000004 2.755273
1.039298 45 0.000085 -0.000004 2.809698
1.059283 46 0.000085 -0.000004 2.844915
1.079449 47 0.000085 -0.000004 2.877730
1.099478 48 0.000085 -0.000004 2.908144
1.119622 49 0.000085 -0.000004 2.936957
1.139995 50 0.000085 -0.000004 2.964170
1.159588 51 0.000034 0.000004 2.990182
1.179462 52 0.000085 -0.000003 3.014593
1.199543 53 0.000085 -0.000003 3.036203
1.219975 54 0.000034 0.000002 3.055812
1.249683 55 0.000085 -0.000001 3.082624
1.269695 56 0.000085 -0.000001 3.098632
1.289452 57 0.000085 -0.000001 3.113038
1.309265 58 0.000034 -0.000001 3.124644
1.339427 59 0.000085 -0.000001 3.139451
1.359730 60 0.000085 -0.000001 3.148255
1.379750 61 0.000034 -0.000001 3.155858
1.399324 62 0.000034 -0.000001 3.159860
