 74.46 ;max_white(1) 
 79.31 ;max_white(2) 
 78.79 ;max_white(3) 
 78.44 ;max_white(4) 
136.90 ;max_white(5) 
 94.70 ;max_white(6) 
141.12 ;max_white(7) 
 97.17 ;max_white(8) 
 50.00 ;max_black(1) 
 50.12 ;max_black(2) 
 54.94 ;max_black(3) 
 53.46 ;max_black(4) 
 56.70 ;max_black(5) 
 60.25 ;max_black(6) 
 56.59 ;max_black(7) 
 52.81 ;max_black(8) 
